TIME_PERIOD,MEASURE,SEX,AGE,TSEST,REGION,FREQ,obsValue,UNIT_MEASURE,UNIT_MULT,OBS_STATUS,DECIMALS
2021-02,M2,1,1599,20,AUS,M,1337.01380019,NUM,3,NA,1
2021-03,M2,1,1599,20,AUS,M,1353.90073181,NUM,3,NA,1
2021-04,M2,1,1599,20,AUS,M,1333.61773303,NUM,3,NA,1
2021-05,M2,1,1599,20,AUS,M,1349.5927457,NUM,3,NA,1
2021-06,M2,1,1599,20,AUS,M,1328.0508689,NUM,3,NA,1
2021-07,M2,1,1599,20,AUS,M,1340.45217682,NUM,3,NA,1
2021-08,M2,1,1599,20,AUS,M,1308.82734757,NUM,3,NA,1
2021-09,M2,1,1599,20,AUS,M,1260.43845028,NUM,3,NA,1
2021-10,M2,1,1599,20,AUS,M,1265.56842127,NUM,3,NA,1
2021-11,M2,1,1599,20,AUS,M,1335.02752902,NUM,3,NA,1
2021-12,M2,1,1599,20,AUS,M,1345.45065589,NUM,3,NA,1
2022-01,M2,1,1599,20,AUS,M,1319.69336704,NUM,3,NA,1
2022-02,M2,1,1599,20,AUS,M,1301.60761684,NUM,3,NA,1
2022-03,M2,1,1599,20,AUS,M,1309.17657811,NUM,3,NA,1
2019-01,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-02,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-03,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-04,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-05,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-06,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-07,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-08,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-09,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-10,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-11,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2019-12,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-01,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-02,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-03,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-04,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-05,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-06,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-07,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-08,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-09,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-10,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-11,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2020-12,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-01,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-02,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-03,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-04,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-05,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-06,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-07,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-08,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-09,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-10,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-11,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2021-12,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2022-01,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2022-02,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
2022-03,M2,3,1599,30,AUS,M,NA,NUM,3,s,1
