date,industry,count
1993-02-01,"Rental, Hiring and Real Estate Services",118.369
1993-02-01,"Professional, Scientific and Technical Services",359.217
1993-02-01,Administrative and Support Services,183.477
1993-02-01,Public Administration and Safety,471.59
1993-02-01,Education and Training,559.337
1993-02-01,Health Care and Social Assistance,671.579
1993-02-01,Arts and Recreation Services,92.521
1993-02-01,Other Services,364.806
1993-05-01,"Agriculture, Forestry and Fishing",369.541
1993-05-01,Mining,88.013
1993-05-01,Manufacturing,1035.105
1993-05-01,"Electricity, Gas, Water and Waste Services",108.416
1993-05-01,Construction,547.243
1993-05-01,Wholesale Trade,414.723
1993-05-01,Retail Trade,859.593
1993-05-01,Accommodation and Food Services,466.372
1993-05-01,"Transport, Postal and Warehousing",389.499
1993-05-01,Information Media and Telecommunications,165.895
1993-05-01,Financial and Insurance Services,309.422
1993-05-01,"Rental, Hiring and Real Estate Services",121.942
1993-05-01,"Professional, Scientific and Technical Services",357.836
1993-05-01,Administrative and Support Services,184.686
1993-05-01,Public Administration and Safety,461.431
1993-05-01,Education and Training,565.426
1993-05-01,Health Care and Social Assistance,674.339
1993-05-01,Arts and Recreation Services,103.495
1993-05-01,Other Services,367.396
1993-08-01,"Agriculture, Forestry and Fishing",394.723
1993-08-01,Mining,89.519
1993-08-01,Manufacturing,1021.57
1993-08-01,"Electricity, Gas, Water and Waste Services",106.397
1993-08-01,Construction,553.021
1993-08-01,Wholesale Trade,422.365
1993-08-01,Retail Trade,846.057
1993-08-01,Accommodation and Food Services,465.148
1993-08-01,"Transport, Postal and Warehousing",388.837
1993-08-01,Information Media and Telecommunications,159.096
1993-08-01,Financial and Insurance Services,301.921
1993-08-01,"Rental, Hiring and Real Estate Services",117.542
1993-08-01,"Professional, Scientific and Technical Services",371.547
1993-08-01,Administrative and Support Services,182.755
1993-08-01,Public Administration and Safety,490.634
1993-08-01,Education and Training,567.953
1993-08-01,Health Care and Social Assistance,690.254
1993-08-01,Arts and Recreation Services,102.735
1993-08-01,Other Services,357.786
1993-11-01,"Agriculture, Forestry and Fishing",395.967
1993-11-01,Mining,93.219
1993-11-01,Manufacturing,1041.222
1993-11-01,"Electricity, Gas, Water and Waste Services",106.536
1993-11-01,Construction,551.475
1993-11-01,Wholesale Trade,429.333
1993-11-01,Retail Trade,857.641
1993-11-01,Accommodation and Food Services,475.884
1993-11-01,"Transport, Postal and Warehousing",398.07
1993-11-01,Information Media and Telecommunications,164.779
1993-11-01,Financial and Insurance Services,326.144
1993-11-01,"Rental, Hiring and Real Estate Services",113.384
1993-11-01,"Professional, Scientific and Technical Services",381.51
1993-11-01,Administrative and Support Services,186.257
1993-11-01,Public Administration and Safety,460.275
1993-11-01,Education and Training,571.733
1993-11-01,Health Care and Social Assistance,697.982
1993-11-01,Arts and Recreation Services,104.842
1993-11-01,Other Services,365.768
1994-02-01,"Agriculture, Forestry and Fishing",380.695
1994-02-01,Mining,87.253
1994-02-01,Manufacturing,1053.416
1994-02-01,"Electricity, Gas, Water and Waste Services",105.009
1994-02-01,Construction,558.233
1994-02-01,Wholesale Trade,419.066
1994-02-01,Retail Trade,858.639
1994-02-01,Accommodation and Food Services,491.218
1994-02-01,"Transport, Postal and Warehousing",399.53
1994-02-01,Information Media and Telecommunications,170.909
1994-02-01,Financial and Insurance Services,324.966
1994-02-01,"Rental, Hiring and Real Estate Services",120.12
1994-02-01,"Professional, Scientific and Technical Services",407.608
1994-02-01,Administrative and Support Services,195.004
1994-02-01,Public Administration and Safety,460.98
1994-02-01,Education and Training,563.51
1994-02-01,Health Care and Social Assistance,708.339
1994-02-01,Arts and Recreation Services,107.912
1994-02-01,Other Services,358.909
1994-05-01,"Agriculture, Forestry and Fishing",389.335
1994-05-01,Mining,86.879
1994-05-01,Manufacturing,1072.781
1994-05-01,"Electricity, Gas, Water and Waste Services",103.947
1994-05-01,Construction,557.317
1994-05-01,Wholesale Trade,435.126
1994-05-01,Retail Trade,879.128
1994-05-01,Accommodation and Food Services,483.56
1994-05-01,"Transport, Postal and Warehousing",398.493
1994-05-01,Information Media and Telecommunications,174.454
1994-05-01,Financial and Insurance Services,318.474
1994-05-01,"Rental, Hiring and Real Estate Services",116.753
1994-05-01,"Professional, Scientific and Technical Services",406.913
1994-05-01,Administrative and Support Services,203.811
1994-05-01,Public Administration and Safety,462.854
1994-05-01,Education and Training,563.202
1994-05-01,Health Care and Social Assistance,709.096
1994-05-01,Arts and Recreation Services,111.979
1994-05-01,Other Services,357.882
1994-08-01,"Agriculture, Forestry and Fishing",389.598
1994-08-01,Mining,85.696
1994-08-01,Manufacturing,1080.052
1994-08-01,"Electricity, Gas, Water and Waste Services",103.869
1994-08-01,Construction,574.1
1994-08-01,Wholesale Trade,407.501
1994-08-01,Retail Trade,894.268
1994-08-01,Accommodation and Food Services,522.575
1994-08-01,"Transport, Postal and Warehousing",400.357
1994-08-01,Information Media and Telecommunications,187.08
1994-08-01,Financial and Insurance Services,310.264
1994-08-01,"Rental, Hiring and Real Estate Services",115.332
1994-08-01,"Professional, Scientific and Technical Services",432.926
1994-08-01,Administrative and Support Services,215.779
1994-08-01,Public Administration and Safety,450.193
1994-08-01,Education and Training,563.295
1994-08-01,Health Care and Social Assistance,694.872
1994-08-01,Arts and Recreation Services,117.334
1994-08-01,Other Services,387.816
1994-11-01,"Agriculture, Forestry and Fishing",379.851
1994-11-01,Mining,83.522
1994-11-01,Manufacturing,1060.765
1994-11-01,"Electricity, Gas, Water and Waste Services",100.683
1994-11-01,Construction,583.046
1994-11-01,Wholesale Trade,403.19
1994-11-01,Retail Trade,899.436
1994-11-01,Accommodation and Food Services,526.95
1994-11-01,"Transport, Postal and Warehousing",415.004
1994-11-01,Information Media and Telecommunications,190.652
1994-11-01,Financial and Insurance Services,313.505
1994-11-01,"Rental, Hiring and Real Estate Services",116.156
1994-11-01,"Professional, Scientific and Technical Services",438.591
1994-11-01,Administrative and Support Services,227.498
1994-11-01,Public Administration and Safety,458.184
1994-11-01,Education and Training,566.807
1994-11-01,Health Care and Social Assistance,703.085
1994-11-01,Arts and Recreation Services,120.594
1994-11-01,Other Services,386.624
1995-02-01,"Agriculture, Forestry and Fishing",387.97
1995-02-01,Mining,85.822
1995-02-01,Manufacturing,1080.399
1995-02-01,"Electricity, Gas, Water and Waste Services",97.444
1995-02-01,Construction,592.29
1995-02-01,Wholesale Trade,418.231
1995-02-01,Retail Trade,890.047
1995-02-01,Accommodation and Food Services,537.937
1995-02-01,"Transport, Postal and Warehousing",415.792
1995-02-01,Information Media and Telecommunications,187.8
1995-02-01,Financial and Insurance Services,309.626
1995-02-01,"Rental, Hiring and Real Estate Services",119.361
1995-02-01,"Professional, Scientific and Technical Services",447.827
1995-02-01,Administrative and Support Services,248.562
1995-02-01,Public Administration and Safety,458.683
1995-02-01,Education and Training,573.475
1995-02-01,Health Care and Social Assistance,716.035
1995-02-01,Arts and Recreation Services,124.699
1995-02-01,Other Services,389.017
1995-05-01,"Agriculture, Forestry and Fishing",377.961
1995-05-01,Mining,86.535
1995-05-01,Manufacturing,1070.607
1995-05-01,"Electricity, Gas, Water and Waste Services",94.163
1995-05-01,Construction,602.574
1995-05-01,Wholesale Trade,426.109
1995-05-01,Retail Trade,887.778
1995-05-01,Accommodation and Food Services,543.634
1995-05-01,"Transport, Postal and Warehousing",414.075
1995-05-01,Information Media and Telecommunications,187.719
1995-05-01,Financial and Insurance Services,316.563
1995-05-01,"Rental, Hiring and Real Estate Services",124.997
1995-05-01,"Professional, Scientific and Technical Services",478.275
1995-05-01,Administrative and Support Services,243.903
1995-05-01,Public Administration and Safety,466.799
1995-05-01,Education and Training,582.282
1995-05-01,Health Care and Social Assistance,730.032
1995-05-01,Arts and Recreation Services,123.664
1995-05-01,Other Services,386.098
1995-08-01,"Agriculture, Forestry and Fishing",385.122
1995-08-01,Mining,83.931
1995-08-01,Manufacturing,1074.703
1995-08-01,"Electricity, Gas, Water and Waste Services",95.263
1995-08-01,Construction,591.951
1995-08-01,Wholesale Trade,420.243
1995-08-01,Retail Trade,901.058
1995-08-01,Accommodation and Food Services,544.361
1995-08-01,"Transport, Postal and Warehousing",410.278
1995-08-01,Information Media and Telecommunications,183.031
1995-08-01,Financial and Insurance Services,319.063
1995-08-01,"Rental, Hiring and Real Estate Services",118.228
1995-08-01,"Professional, Scientific and Technical Services",477.986
1995-08-01,Administrative and Support Services,246.502
1995-08-01,Public Administration and Safety,483.962
1995-08-01,Education and Training,603.101
1995-08-01,Health Care and Social Assistance,745.058
1995-08-01,Arts and Recreation Services,128.109
1995-08-01,Other Services,397.023
1995-11-01,"Agriculture, Forestry and Fishing",405.385
1995-11-01,Mining,80.642
1995-11-01,Manufacturing,1059.87
1995-11-01,"Electricity, Gas, Water and Waste Services",95.1
1995-11-01,Construction,601.187
1995-11-01,Wholesale Trade,429.924
1995-11-01,Retail Trade,911.844
1995-11-01,Accommodation and Food Services,539.521
1995-11-01,"Transport, Postal and Warehousing",417.168
1995-11-01,Information Media and Telecommunications,192.262
1995-11-01,Financial and Insurance Services,312.599
1995-11-01,"Rental, Hiring and Real Estate Services",114.678
1995-11-01,"Professional, Scientific and Technical Services",492.8
1995-11-01,Administrative and Support Services,245.426
1995-11-01,Public Administration and Safety,486.616
1995-11-01,Education and Training,600.69
1995-11-01,Health Care and Social Assistance,737.616
1995-11-01,Arts and Recreation Services,123.801
1995-11-01,Other Services,419.758
1996-02-01,"Agriculture, Forestry and Fishing",400.792
1996-02-01,Mining,88.495
1996-02-01,Manufacturing,1062.413
1996-02-01,"Electricity, Gas, Water and Waste Services",95.313
1996-02-01,Construction,600.706
1996-02-01,Wholesale Trade,403.62
1996-02-01,Retail Trade,933.286
1996-02-01,Accommodation and Food Services,526.266
1996-02-01,"Transport, Postal and Warehousing",425.771
1996-02-01,Information Media and Telecommunications,207.874
1996-02-01,Financial and Insurance Services,316.031
1996-02-01,"Rental, Hiring and Real Estate Services",107.095
1996-02-01,"Professional, Scientific and Technical Services",497.527
1996-02-01,Administrative and Support Services,242.355
1996-02-01,Public Administration and Safety,482.521
1996-02-01,Education and Training,603.555
1996-02-01,Health Care and Social Assistance,745.954
1996-02-01,Arts and Recreation Services,122.19
1996-02-01,Other Services,417.177
1996-05-01,"Agriculture, Forestry and Fishing",405.514
1996-05-01,Mining,85.623
1996-05-01,Manufacturing,1064.435
1996-05-01,"Electricity, Gas, Water and Waste Services",84.977
1996-05-01,Construction,594.554
1996-05-01,Wholesale Trade,410.481
1996-05-01,Retail Trade,942.573
1996-05-01,Accommodation and Food Services,531.043
1996-05-01,"Transport, Postal and Warehousing",430.305
1996-05-01,Information Media and Telecommunications,199.433
1996-05-01,Financial and Insurance Services,318.391
1996-05-01,"Rental, Hiring and Real Estate Services",108.777
1996-05-01,"Professional, Scientific and Technical Services",510.155
1996-05-01,Administrative and Support Services,237.741
1996-05-01,Public Administration and Safety,468.003
1996-05-01,Education and Training,600.814
1996-05-01,Health Care and Social Assistance,754.134
1996-05-01,Arts and Recreation Services,116.771
1996-05-01,Other Services,415.518
1996-08-01,"Agriculture, Forestry and Fishing",405.979
1996-08-01,Mining,85.024
1996-08-01,Manufacturing,1065.853
1996-08-01,"Electricity, Gas, Water and Waste Services",79.405
1996-08-01,Construction,604.795
1996-08-01,Wholesale Trade,415.104
1996-08-01,Retail Trade,929.772
1996-08-01,Accommodation and Food Services,540.21
1996-08-01,"Transport, Postal and Warehousing",433.351
1996-08-01,Information Media and Telecommunications,203.111
1996-08-01,Financial and Insurance Services,315.815
1996-08-01,"Rental, Hiring and Real Estate Services",117.464
1996-08-01,"Professional, Scientific and Technical Services",503.326
1996-08-01,Administrative and Support Services,238.604
1996-08-01,Public Administration and Safety,470.95
1996-08-01,Education and Training,592.246
1996-08-01,Health Care and Social Assistance,757.301
1996-08-01,Arts and Recreation Services,122.872
1996-08-01,Other Services,405.43
1996-11-01,"Agriculture, Forestry and Fishing",393.001
1996-11-01,Mining,87.895
1996-11-01,Manufacturing,1076.674
1996-11-01,"Electricity, Gas, Water and Waste Services",77.508
1996-11-01,Construction,575.13
1996-11-01,Wholesale Trade,406.65
1996-11-01,Retail Trade,932.55
1996-11-01,Accommodation and Food Services,545.306
1996-11-01,"Transport, Postal and Warehousing",426.455
1996-11-01,Information Media and Telecommunications,203.664
1996-11-01,Financial and Insurance Services,317.918
1996-11-01,"Rental, Hiring and Real Estate Services",126.366
1996-11-01,"Professional, Scientific and Technical Services",511.561
1996-11-01,Administrative and Support Services,246.284
1996-11-01,Public Administration and Safety,469.498
1996-11-01,Education and Training,600.289
1996-11-01,Health Care and Social Assistance,764.7
1996-11-01,Arts and Recreation Services,116.585
1996-11-01,Other Services,399.871
1997-02-01,"Agriculture, Forestry and Fishing",407.319
1997-02-01,Mining,84.553
1997-02-01,Manufacturing,1084.62
1997-02-01,"Electricity, Gas, Water and Waste Services",78.982
1997-02-01,Construction,578.012
1997-02-01,Wholesale Trade,414.991
1997-02-01,Retail Trade,918.093
1997-02-01,Accommodation and Food Services,567.02
1997-02-01,"Transport, Postal and Warehousing",428.943
1997-02-01,Information Media and Telecommunications,203.112
1997-02-01,Financial and Insurance Services,321.722
1997-02-01,"Rental, Hiring and Real Estate Services",123.486
1997-02-01,"Professional, Scientific and Technical Services",519.993
1997-02-01,Administrative and Support Services,244.644
1997-02-01,Public Administration and Safety,473.857
1997-02-01,Education and Training,595.155
1997-02-01,Health Care and Social Assistance,753.792
1997-02-01,Arts and Recreation Services,127.583
1997-02-01,Other Services,398.95
1997-05-01,"Agriculture, Forestry and Fishing",403.306
1997-05-01,Mining,80.734
1997-05-01,Manufacturing,1083.721
1997-05-01,"Electricity, Gas, Water and Waste Services",80.947
1997-05-01,Construction,574.006
1997-05-01,Wholesale Trade,408.199
1997-05-01,Retail Trade,917.948
1997-05-01,Accommodation and Food Services,563.015
1997-05-01,"Transport, Postal and Warehousing",428.134
1997-05-01,Information Media and Telecommunications,203.168
1997-05-01,Financial and Insurance Services,315.001
1997-05-01,"Rental, Hiring and Real Estate Services",122.287
1997-05-01,"Professional, Scientific and Technical Services",522.612
1997-05-01,Administrative and Support Services,253.874
1997-05-01,Public Administration and Safety,473.418
1997-05-01,Education and Training,594.81
1997-05-01,Health Care and Social Assistance,754.387
1997-05-01,Arts and Recreation Services,130.861
1997-05-01,Other Services,405.88
1997-08-01,"Agriculture, Forestry and Fishing",395.234
1997-08-01,Mining,81.037
1997-08-01,Manufacturing,1087.681
1997-08-01,"Electricity, Gas, Water and Waste Services",78.728
1997-08-01,Construction,568.498
1997-08-01,Wholesale Trade,396.99
1997-08-01,Retail Trade,917.423
1997-08-01,Accommodation and Food Services,565.653
1997-08-01,"Transport, Postal and Warehousing",432.656
1997-08-01,Information Media and Telecommunications,196.448
1997-08-01,Financial and Insurance Services,313.612
1997-08-01,"Rental, Hiring and Real Estate Services",122.416
1997-08-01,"Professional, Scientific and Technical Services",542.775
1997-08-01,Administrative and Support Services,257.879
1997-08-01,Public Administration and Safety,459.697
1997-08-01,Education and Training,591.234
1997-08-01,Health Care and Social Assistance,778.028
1997-08-01,Arts and Recreation Services,133.989
1997-08-01,Other Services,397.929
1997-11-01,"Agriculture, Forestry and Fishing",427.543
1997-11-01,Mining,80.597
1997-11-01,Manufacturing,1081.708
1997-11-01,"Electricity, Gas, Water and Waste Services",78.056
1997-11-01,Construction,588.896
1997-11-01,Wholesale Trade,408.982
1997-11-01,Retail Trade,946.561
1997-11-01,Accommodation and Food Services,560.434
1997-11-01,"Transport, Postal and Warehousing",430.152
1997-11-01,Information Media and Telecommunications,181.231
1997-11-01,Financial and Insurance Services,307.389
1997-11-01,"Rental, Hiring and Real Estate Services",125.318
1997-11-01,"Professional, Scientific and Technical Services",547.666
1997-11-01,Administrative and Support Services,258.241
1997-11-01,Public Administration and Safety,462.793
1997-11-01,Education and Training,597.48
1997-11-01,Health Care and Social Assistance,787.562
1997-11-01,Arts and Recreation Services,140.638
1997-11-01,Other Services,414.744
1998-02-01,"Agriculture, Forestry and Fishing",413.038
1998-02-01,Mining,81.497
1998-02-01,Manufacturing,1066.614
1998-02-01,"Electricity, Gas, Water and Waste Services",77.898
1998-02-01,Construction,604.911
1998-02-01,Wholesale Trade,419.072
1998-02-01,Retail Trade,941.847
1998-02-01,Accommodation and Food Services,558.45
1998-02-01,"Transport, Postal and Warehousing",429.901
1998-02-01,Information Media and Telecommunications,184.479
1998-02-01,Financial and Insurance Services,306.053
1998-02-01,"Rental, Hiring and Real Estate Services",132.507
1998-02-01,"Professional, Scientific and Technical Services",556.964
1998-02-01,Administrative and Support Services,276.578
1998-02-01,Public Administration and Safety,448.869
1998-02-01,Education and Training,599.961
1998-02-01,Health Care and Social Assistance,794.159
1998-02-01,Arts and Recreation Services,131.489
1998-02-01,Other Services,423.495
1998-05-01,"Agriculture, Forestry and Fishing",413.627
1998-05-01,Mining,86.268
1998-05-01,Manufacturing,1040.384
1998-05-01,"Electricity, Gas, Water and Waste Services",78.091
1998-05-01,Construction,611.826
1998-05-01,Wholesale Trade,426.88
1998-05-01,Retail Trade,941.746
1998-05-01,Accommodation and Food Services,574.565
1998-05-01,"Transport, Postal and Warehousing",428.404
1998-05-01,Information Media and Telecommunications,187.132
1998-05-01,Financial and Insurance Services,317.336
1998-05-01,"Rental, Hiring and Real Estate Services",132.554
1998-05-01,"Professional, Scientific and Technical Services",540.58
1998-05-01,Administrative and Support Services,284.603
1998-05-01,Public Administration and Safety,448.11
1998-05-01,Education and Training,614.009
1998-05-01,Health Care and Social Assistance,799.9
1998-05-01,Arts and Recreation Services,130.361
1998-05-01,Other Services,412.712
1998-08-01,"Agriculture, Forestry and Fishing",408.427
1998-08-01,Mining,87.87
1998-08-01,Manufacturing,1049.077
1998-08-01,"Electricity, Gas, Water and Waste Services",81.666
1998-08-01,Construction,614.572
1998-08-01,Wholesale Trade,419.229
1998-08-01,Retail Trade,961.844
1998-08-01,Accommodation and Food Services,576.729
1998-08-01,"Transport, Postal and Warehousing",423.178
1998-08-01,Information Media and Telecommunications,187.609
1998-08-01,Financial and Insurance Services,321.058
1998-08-01,"Rental, Hiring and Real Estate Services",130.22
1998-08-01,"Professional, Scientific and Technical Services",558.431
1998-08-01,Administrative and Support Services,284.918
1998-08-01,Public Administration and Safety,455.34
1998-08-01,Education and Training,607.096
1998-08-01,Health Care and Social Assistance,797.453
1998-08-01,Arts and Recreation Services,125.825
1998-08-01,Other Services,401.243
1998-11-01,"Agriculture, Forestry and Fishing",402.018
1998-11-01,Mining,85.193
1998-11-01,Manufacturing,1031.493
1998-11-01,"Electricity, Gas, Water and Waste Services",77.8
1998-11-01,Construction,612.473
1998-11-01,Wholesale Trade,405.329
1998-11-01,Retail Trade,969.762
1998-11-01,Accommodation and Food Services,585.13
1998-11-01,"Transport, Postal and Warehousing",441.595
1998-11-01,Information Media and Telecommunications,186.928
1998-11-01,Financial and Insurance Services,332.513
1998-11-01,"Rental, Hiring and Real Estate Services",124.073
1998-11-01,"Professional, Scientific and Technical Services",562.243
1998-11-01,Administrative and Support Services,302.102
1998-11-01,Public Administration and Safety,461.147
1998-11-01,Education and Training,615.38
1998-11-01,Health Care and Social Assistance,801.78
1998-11-01,Arts and Recreation Services,139.942
1998-11-01,Other Services,405.101
1999-02-01,"Agriculture, Forestry and Fishing",415.592
1999-02-01,Mining,80.046
1999-02-01,Manufacturing,1021.964
1999-02-01,"Electricity, Gas, Water and Waste Services",76.52
1999-02-01,Construction,616.935
1999-02-01,Wholesale Trade,413.412
1999-02-01,Retail Trade,975.075
1999-02-01,Accommodation and Food Services,585.09
1999-02-01,"Transport, Postal and Warehousing",460.862
1999-02-01,Information Media and Telecommunications,184.063
1999-02-01,Financial and Insurance Services,316.982
1999-02-01,"Rental, Hiring and Real Estate Services",124.065
1999-02-01,"Professional, Scientific and Technical Services",555.293
1999-02-01,Administrative and Support Services,295.311
1999-02-01,Public Administration and Safety,470.217
1999-02-01,Education and Training,627.576
1999-02-01,Health Care and Social Assistance,825.09
1999-02-01,Arts and Recreation Services,134.063
1999-02-01,Other Services,412.395
1999-05-01,"Agriculture, Forestry and Fishing",426.106
1999-05-01,Mining,78.44
1999-05-01,Manufacturing,1021.488
1999-05-01,"Electricity, Gas, Water and Waste Services",79.419
1999-05-01,Construction,634.294
1999-05-01,Wholesale Trade,413.194
1999-05-01,Retail Trade,983.233
1999-05-01,Accommodation and Food Services,583.641
1999-05-01,"Transport, Postal and Warehousing",438.105
1999-05-01,Information Media and Telecommunications,186.136
1999-05-01,Financial and Insurance Services,296.51
1999-05-01,"Rental, Hiring and Real Estate Services",134.655
1999-05-01,"Professional, Scientific and Technical Services",558.331
1999-05-01,Administrative and Support Services,298.288
1999-05-01,Public Administration and Safety,484.147
1999-05-01,Education and Training,633.733
1999-05-01,Health Care and Social Assistance,793.577
1999-05-01,Arts and Recreation Services,142.632
1999-05-01,Other Services,410.999
1999-08-01,"Agriculture, Forestry and Fishing",427.07
1999-08-01,Mining,79.191
1999-08-01,Manufacturing,1013.467
1999-08-01,"Electricity, Gas, Water and Waste Services",80.488
1999-08-01,Construction,666.043
1999-08-01,Wholesale Trade,441.748
1999-08-01,Retail Trade,996.419
1999-08-01,Accommodation and Food Services,579.845
1999-08-01,"Transport, Postal and Warehousing",441.075
1999-08-01,Information Media and Telecommunications,188.319
1999-08-01,Financial and Insurance Services,305.53
1999-08-01,"Rental, Hiring and Real Estate Services",135.948
1999-08-01,"Professional, Scientific and Technical Services",556.805
1999-08-01,Administrative and Support Services,300.147
1999-08-01,Public Administration and Safety,479.322
1999-08-01,Education and Training,632.88
1999-08-01,Health Care and Social Assistance,786.512
1999-08-01,Arts and Recreation Services,136.193
1999-08-01,Other Services,418.963
1999-11-01,"Agriculture, Forestry and Fishing",430.369
1999-11-01,Mining,80.358
1999-11-01,Manufacturing,1025.053
1999-11-01,"Electricity, Gas, Water and Waste Services",78.85
1999-11-01,Construction,684.166
1999-11-01,Wholesale Trade,430.05
1999-11-01,Retail Trade,982.48
1999-11-01,Accommodation and Food Services,595.859
1999-11-01,"Transport, Postal and Warehousing",434.842
1999-11-01,Information Media and Telecommunications,204.664
1999-11-01,Financial and Insurance Services,316.08
1999-11-01,"Rental, Hiring and Real Estate Services",129.617
1999-11-01,"Professional, Scientific and Technical Services",584.782
1999-11-01,Administrative and Support Services,300.108
1999-11-01,Public Administration and Safety,473.885
1999-11-01,Education and Training,629.593
1999-11-01,Health Care and Social Assistance,804.92
1999-11-01,Arts and Recreation Services,133.645
1999-11-01,Other Services,414.256
2000-02-01,"Agriculture, Forestry and Fishing",434.571
2000-02-01,Mining,84.329
2000-02-01,Manufacturing,1055.402
2000-02-01,"Electricity, Gas, Water and Waste Services",77.035
2000-02-01,Construction,684.522
2000-02-01,Wholesale Trade,394.866
2000-02-01,Retail Trade,992.734
2000-02-01,Accommodation and Food Services,597.547
2000-02-01,"Transport, Postal and Warehousing",435.74
2000-02-01,Information Media and Telecommunications,221.868
2000-02-01,Financial and Insurance Services,336.375
2000-02-01,"Rental, Hiring and Real Estate Services",136.692
2000-02-01,"Professional, Scientific and Technical Services",566.453
2000-02-01,Administrative and Support Services,308.269
2000-02-01,Public Administration and Safety,470.881
2000-02-01,Education and Training,618.406
2000-02-01,Health Care and Social Assistance,818.415
2000-02-01,Arts and Recreation Services,141.867
2000-02-01,Other Services,408.063
2000-05-01,"Agriculture, Forestry and Fishing",426.268
2000-05-01,Mining,76.753
2000-05-01,Manufacturing,1104.207
2000-05-01,"Electricity, Gas, Water and Waste Services",80.98
2000-05-01,Construction,689.735
2000-05-01,Wholesale Trade,357.785
2000-05-01,Retail Trade,980.074
2000-05-01,Accommodation and Food Services,611.255
2000-05-01,"Transport, Postal and Warehousing",453.113
2000-05-01,Information Media and Telecommunications,218.05
2000-05-01,Financial and Insurance Services,328.697
2000-05-01,"Rental, Hiring and Real Estate Services",141.878
2000-05-01,"Professional, Scientific and Technical Services",579.359
2000-05-01,Administrative and Support Services,321.47
2000-05-01,Public Administration and Safety,479.13
2000-05-01,Education and Training,630.473
2000-05-01,Health Care and Social Assistance,837.599
2000-05-01,Arts and Recreation Services,139.93
2000-05-01,Other Services,398.428
2000-08-01,"Agriculture, Forestry and Fishing",429.349
2000-08-01,Mining,81.409
2000-08-01,Manufacturing,1077.438
2000-08-01,"Electricity, Gas, Water and Waste Services",78.536
2000-08-01,Construction,694.306
2000-08-01,Wholesale Trade,381.994
2000-08-01,Retail Trade,988.331
2000-08-01,Accommodation and Food Services,631.365
2000-08-01,"Transport, Postal and Warehousing",460.878
2000-08-01,Information Media and Telecommunications,223.492
2000-08-01,Financial and Insurance Services,329.423
2000-08-01,"Rental, Hiring and Real Estate Services",142.855
2000-08-01,"Professional, Scientific and Technical Services",589.068
2000-08-01,Administrative and Support Services,337.769
2000-08-01,Public Administration and Safety,494.863
2000-08-01,Education and Training,636.713
2000-08-01,Health Care and Social Assistance,844.396
2000-08-01,Arts and Recreation Services,139.553
2000-08-01,Other Services,382.59
2000-11-01,"Agriculture, Forestry and Fishing",425.16
2000-11-01,Mining,82.009
2000-11-01,Manufacturing,1047.712
2000-11-01,"Electricity, Gas, Water and Waste Services",81.499
2000-11-01,Construction,665.856
2000-11-01,Wholesale Trade,367.782
2000-11-01,Retail Trade,997.126
2000-11-01,Accommodation and Food Services,630.688
2000-11-01,"Transport, Postal and Warehousing",467.221
2000-11-01,Information Media and Telecommunications,225.049
2000-11-01,Financial and Insurance Services,324.839
2000-11-01,"Rental, Hiring and Real Estate Services",141.424
2000-11-01,"Professional, Scientific and Technical Services",607.082
2000-11-01,Administrative and Support Services,344.436
2000-11-01,Public Administration and Safety,499.591
2000-11-01,Education and Training,635.336
2000-11-01,Health Care and Social Assistance,827.663
2000-11-01,Arts and Recreation Services,139.487
2000-11-01,Other Services,378.445
2001-02-01,"Agriculture, Forestry and Fishing",408.349
2001-02-01,Mining,76.398
2001-02-01,Manufacturing,1062.804
2001-02-01,"Electricity, Gas, Water and Waste Services",80.323
2001-02-01,Construction,647.797
2001-02-01,Wholesale Trade,351.31
2001-02-01,Retail Trade,1008.858
2001-02-01,Accommodation and Food Services,633.985
2001-02-01,"Transport, Postal and Warehousing",470.815
2001-02-01,Information Media and Telecommunications,227.32
2001-02-01,Financial and Insurance Services,324.662
2001-02-01,"Rental, Hiring and Real Estate Services",141.676
2001-02-01,"Professional, Scientific and Technical Services",633.536
2001-02-01,Administrative and Support Services,343.285
2001-02-01,Public Administration and Safety,508.393
2001-02-01,Education and Training,637.155
2001-02-01,Health Care and Social Assistance,865.559
2001-02-01,Arts and Recreation Services,138.364
2001-02-01,Other Services,385.187
2001-05-01,"Agriculture, Forestry and Fishing",419.247
2001-05-01,Mining,79.355
2001-05-01,Manufacturing,1050.421
2001-05-01,"Electricity, Gas, Water and Waste Services",79.943
2001-05-01,Construction,648.864
2001-05-01,Wholesale Trade,354.355
2001-05-01,Retail Trade,1022.785
2001-05-01,Accommodation and Food Services,623.009
2001-05-01,"Transport, Postal and Warehousing",462.624
2001-05-01,Information Media and Telecommunications,230.956
2001-05-01,Financial and Insurance Services,346.561
2001-05-01,"Rental, Hiring and Real Estate Services",143.754
2001-05-01,"Professional, Scientific and Technical Services",613.662
2001-05-01,Administrative and Support Services,330.115
2001-05-01,Public Administration and Safety,502.866
2001-05-01,Education and Training,641.416
2001-05-01,Health Care and Social Assistance,888.976
2001-05-01,Arts and Recreation Services,138.596
2001-05-01,Other Services,414.838
2001-08-01,"Agriculture, Forestry and Fishing",436.283
2001-08-01,Mining,80.913
2001-08-01,Manufacturing,1025.514
2001-08-01,"Electricity, Gas, Water and Waste Services",85.009
2001-08-01,Construction,659.775
2001-08-01,Wholesale Trade,349.503
2001-08-01,Retail Trade,1024.61
